28/2/2024    15:28:30 20.31 
28/2/2024    15:28:31 25.00 
28/2/2024    15:28:32 20.37 
28/2/2024    15:28:34 20.37 
28/2/2024    15:39:9 20.44 
28/2/2024    15:39:10 20.44 
Stopped
28/2/2024    15:39:18 20.44 
28/2/2024    15:39:19 20.44 
28/2/2024    15:39:20 20.50 
28/2/2024    15:39:21 20.50 
28/2/2024    15:39:22 20.50 
28/2/2024    15:39:23 20.44 
28/2/2024    15:39:24 20.44 
28/2/2024    15:39:25 20.44 
28/2/2024    15:39:26 20.44 
28/2/2024    15:39:27 20.44 
28/2/2024    15:39:28 20.44 
28/2/2024    15:39:29 20.44 
28/2/2024    15:39:30 20.44 
28/2/2024    15:39:31 20.44 
28/2/2024    15:39:33 20.44 
28/2/2024    15:39:34 20.50 
28/2/2024    15:39:35 20.44 
28/2/2024    15:39:36 20.44 
28/2/2024    15:39:37 20.44 
Stopped
28/2/2024    15:43:12 20.56 
28/2/2024    15:43:13 20.62 
28/2/2024    15:43:14 20.62 
28/2/2024    15:43:15 20.62 
28/2/2024    15:43:16 20.62 
28/2/2024    15:43:17 20.62 
28/2/2024    15:43:18 20.62 
28/2/2024    15:43:20 20.62 
28/2/2024    15:43:21 20.56 
28/2/2024    15:43:22 20.62 
28/2/2024    15:43:23 20.62 
28/2/2024    15:43:24 20.62 
28/2/2024    15:43:25 20.62 
28/2/2024    15:43:26 20.62 
28/2/2024    15:43:27 20.62 
28/2/2024    15:43:28 20.62 
28/2/2024    15:43:29 20.56 
28/2/2024    15:43:30 20.62 
28/2/2024    15:43:31 20.62 
28/2/2024    15:43:32 20.56 
28/2/2024    15:43:33 20.62 
28/2/2024    15:43:35 20.56 
28/2/2024    15:43:36 20.62 
28/2/2024    15:43:37 20.62 
28/2/2024    15:43:38 20.56 
28/2/2024    15:43:39 20.62 
28/2/2024    15:43:40 20.62 
28/2/2024    15:43:41 20.56 
28/2/2024    15:43:42 20.56 
28/2/2024    15:43:43 20.62 
28/2/2024    15:43:44 20.56 
28/2/2024    15:43:45 20.56 
Stopped
28/2/2024    15:44:52 20.56 
28/2/2024    15:44:53 20.56 
28/2/2024    15:44:54 20.62 
28/2/2024    15:44:55 20.56 
28/2/2024    15:44:56 20.62 
28/2/2024    15:44:57 20.62 
28/2/2024    15:44:58 20.62 
28/2/2024    15:44:59 20.62 
28/2/2024    15:45:0 20.62 
28/2/2024    15:45:1 20.56 
28/2/2024    15:45:2 20.62 
28/2/2024    15:45:3 20.62 
28/2/2024    15:45:4 20.62 
28/2/2024    15:45:6 20.62 
28/2/2024    15:45:7 20.62 
28/2/2024    15:45:8 20.62 
28/2/2024    15:45:9 20.62 
28/2/2024    15:45:10 20.62 
28/2/2024    15:45:11 20.62 
28/2/2024    15:45:12 20.56 
28/2/2024    15:45:13 20.62 
28/2/2024    15:45:14 20.62 
28/2/2024    15:45:16 20.62 
28/2/2024    15:45:17 20.62 
28/2/2024    15:45:19 20.56 
28/2/2024    15:45:20 20.62 
28/2/2024    15:45:22 20.62 
28/2/2024    15:45:24 20.62 
28/2/2024    15:45:25 20.62 
28/2/2024    15:45:27 20.62 
28/2/2024    15:45:28 20.62 
28/2/2024    15:45:30 20.62 
28/2/2024    15:45:31 20.62 
28/2/2024    15:45:33 20.69 
28/2/2024    15:45:34 20.62 
28/2/2024    15:45:36 20.62 
28/2/2024    15:45:37 20.62 
28/2/2024    15:45:39 20.62 
28/2/2024    15:45:40 20.62 
28/2/2024    15:45:42 20.62 
28/2/2024    15:45:43 20.62 
28/2/2024    15:50:52 20.69 
28/2/2024    15:50:54 20.69 
28/2/2024    15:50:55 20.69 
28/2/2024    15:50:56 20.69 
28/2/2024    15:50:57 20.69 
28/2/2024    15:50:58 20.69 
28/2/2024    15:50:59 20.69 
28/2/2024    15:51:0 20.69 
28/2/2024    15:51:1 20.69 
28/2/2024    15:51:2 20.69 
28/2/2024    15:51:3 20.69 
28/2/2024    15:51:5 20.69 
28/2/2024    15:51:6 20.69 
28/2/2024    15:51:8 20.69 
28/2/2024    15:51:10 20.69 
28/2/2024    15:51:11 20.69 
Stopped
Stopped
28/2/2024    15:51:59 20.69 
28/2/2024    15:52:0 20.69 
28/2/2024    15:52:2 20.75 
28/2/2024    15:52:3 20.69 
28/2/2024    15:52:4 20.69 
28/2/2024    15:52:5 20.69 
28/2/2024    15:52:6 20.75 
28/2/2024    15:52:7 20.75 
28/2/2024    15:52:8 20.75 
28/2/2024    15:52:9 20.69 
28/2/2024    15:52:10 20.75 
28/2/2024    15:52:11 20.75 
28/2/2024    15:52:12 20.75 
28/2/2024    15:52:13 20.75 
28/2/2024    15:52:14 20.75 
28/2/2024    15:52:15 20.75 
28/2/2024    15:52:16 20.75 
28/2/2024    15:52:17 20.75 
Stopped
28/2/2024    15:52:23 20.75 
28/2/2024    15:52:24 20.81 
Stopped
28/2/2024    15:53:23 20.75 
28/2/2024    15:53:24 20.75 
28/2/2024    15:53:25 20.75 
28/2/2024    15:53:26 20.75 
28/2/2024    15:53:27 20.75 
28/2/2024    15:53:28 20.81 
28/2/2024    15:53:29 20.75 
28/2/2024    15:53:30 20.75 
28/2/2024    15:53:31 20.75 
28/2/2024    15:53:32 20.75 
28/2/2024    15:53:33 20.75 
28/2/2024    15:53:34 20.75 
28/2/2024    15:53:35 20.75 
28/2/2024    15:53:36 20.69 
28/2/2024    15:53:37 20.75 
28/2/2024    15:53:38 20.75 
28/2/2024    15:53:39 20.75 
28/2/2024    15:53:40 20.81 
28/2/2024    15:53:42 20.75 
28/2/2024    15:53:43 20.75 
28/2/2024    15:53:44 20.75 
28/2/2024    15:53:45 20.75 
28/2/2024    15:53:46 20.75 
28/2/2024    15:53:47 20.75 
28/2/2024    15:53:48 20.75 
28/2/2024    15:53:49 20.75 
28/2/2024    15:53:50 20.75 
